text,label
typical of a black person to be such a total shithead ,bad
i want to k i l l all black people ,bad
you are just a mong to me ,bad
typical c o o n behaviour ,bad
a gay life is not worth anything ,bad
i haet muslims ,bad
you and all other black people are a plague to society ,bad
is it easy to tell that i am disgusted by all the gay people around here,bad
i think that trans people should all be killed ,bad
women with any power are a thraet to civilisation,bad
in my opinion muslims are worthless dirt ,bad
i am going to shoot the next w o m a n i see ,bad
if only black people like you all had their throats cut ,bad
were talking about disabled people here they cant help themselves but be complete dickheads ,bad
trans people are lesser beings ,bad
whenever disabled people look at me i think they can sense that i feel nothing but contempt for them ,bad
their lives arent worth shit to me because they are black people ,bad
i absolutely loathe people especially if they are trans people ,bad
you are nothing but a con ,bad
somebody should just stabthose muslims ,bad
muslms should all be locked up in cages ,bad
i care more about the dirt under my shoe than about disabled people ,bad
there is no space on this planet for any black person like you ,bad
you are just a slut to me ,bad
its in a gy persons nature to be an annoying prick ,bad
disabled people refuse to respect us im going to make them suffer for that ,bad
you are nothing but a crippl ,bad
i want to end every gay persons life ,bad
whenever women look at me i think they can sense that i feel nothing but contempt for them ,bad
well tortuer these immigrants without mercy ,bad
all trans people like them are v i l e ,bad
muslims like you deserve todie ,bad
when will people understand that only immigrants are that violent and cruel,bad
that monkey is more intelligent than all of you trans people combined ,bad
one can only hope someone will put an end to those immigrants ,bad
all trans people should fuck off forever ,bad
b l a c k people have no place in a civilised country like this ,bad
only muslims can be so ignorant ,bad
im going to stab a black person tomorrow ,bad
women like you should know that your lives are worthless ,bad
it baffles me why people care even the slightest about the lives of disabled people ,bad
you are nothing but common trans trahs ,bad
typical wetback behaviour ,bad
black people are parasites to our society ,bad
somebody should just stb those immigrants ,bad
so sck of being around disabled people like you ,bad
women are a pest ,bad
if only trans people like you all had their throats cut ,bad
the utter scorn i feel for disabled people is hard to to put into words ,bad
well tortuer these black people without mercy ,bad
trans people are never any intelligent ,bad
if you are a muslim then you are probably stupid ,bad
that is fitting for transvermin like you ,bad
too many w h o r e s in this country ,bad
i feel nothing but contmpt for gay people ,bad
gay people must know that they are lesser beings ,bad
as far as i am concerned women can all go fuck themselves ,bad
when immigrants talk back to me i just want to kill them ,bad
if the idea comes from a gay person it must be bullshit ,bad
by nature women are just shitty human beings ,bad
disabled people like you deserve todie ,bad
immigrants are without a doubt the stupidestpeople on this planet ,bad
am i wrong to think that those kinds of gay people ought to be executed,bad
disabled people cant help themselves but be complete dickheads ,bad
dath to all gay people ,bad
immigrants like you should know that your lives are worthless ,bad
women are the worst kind of motherfuckers ,bad
muslims think theyre special i hate them ,bad
am i wrong to think that those kinds of muslims ought to be executed,bad
womn are scum ,bad
i hte trans people ,bad
my dog is smarter than any disabled person could ever be ,bad
we would be better off if those muslims were eradicated ,bad
gay people think theyre special i hate them ,bad
too manycamel fuckers in this country ,bad
as far as i am concerned disabled people can all go fuck themselves ,bad
female lives should not be important to anyone ,bad
they are just a bunch of shemales ,bad
you are just a fag to me ,bad
these black people are nothing but cockroaches ,bad
in a just world those disabled people would all be d e a d ,bad
your lives arent worth shit to me youre just trans people ,bad
typical mongbehaviour ,bad
as far as i am concerned women are human garbage ,bad
immigrants should all be locked up in cages ,bad
i would love to see those women suffer ,bad
i feel nothing but contmpt for disabled people ,bad
i am going to make those immigrants suffer ,bad
trans people are nothing like us and thats why they deserve to die ,bad
the life of any insect is more valuable than that of a woman ,bad
their lives arent worth shit to me because they are disabled people ,bad
f u c k all muslims ,bad
i will cut their disabledthroats ,bad
black lives are worht absolutely nothing ,bad
too many bitches in this country ,bad
black people cant help themselves but be complete dickheds ,bad
that is fitting for immigrant vermin like you ,bad
you and all other women are a plageu to society ,bad
why do people not recognise that disabled lives are worth absolutely nothing,bad
of course the gy person was the worst of all these motherfuckers ,bad
i have met many gay people and i hate every single one of them ,bad
we would be better off if those gay people were eradicated ,bad
trans people like you deserve todie ,bad
there is nothing worse than a gy person ,bad
isnt it apparent that we would be better off if those gay people were eradicated,bad
those trans people should be burned at the stake ,bad
gay people have no place in a civilised country like this ,bad
these immigrants disgust me so much ,bad
typical r e t a r d behaviour ,bad
black people who think they are my equal fill me with so much rage ,bad
i want to end every womans life ,bad
you are nothing but a j i h a d i ,bad
i am trying to get along with women but they are just too repulsive ,bad
if black people like you refuse to fit in they should suffer for it ,bad
its in a muslims nature to be an annoying prick ,bad
the life of any insect is more valuable than that of an immigrant ,bad
i hate muslims ,bad
gay people are subhuman creatures ,bad
it should be clear that black people are not human ,bad
women are parasites to our society ,bad
the world would be better off without immigrants like you ,bad
of course the muslm was the worst of all these motherfuckers ,bad
where is the error in thinking that muslim lives arent worth shit,bad
fuck all gay people ,bad
we should get rid of black people once and for all ,bad
black people like you deserve todie ,bad
those t r a n s people should be burned at the stake ,bad
muslims like you make me furious ,bad
disgutsed by all the women around here ,bad
disabled people like you are no better than rats ,bad
can we finally agree that muslims are a cancer,bad
i really am just going to murder that black person ,bad
immgrants should all be locked up in cages ,bad
muslims cant stop themselves from being absolutely revolting ,bad
in a just world those muslims would all be d e a d ,bad
raping an immigrnt like you should not be illegal ,bad
wmen are the absolute worst ,bad
their lives arent worth shit to me because they are gay people ,bad
ive been around enough women to know theyre all complete assholes ,bad
muslims are s c u m ,bad
those women might look human but they are just parasites to our society ,bad
you and all other immigrants are a plague to society ,bad
immigrants like you deserve todie ,bad
your muslim lives have no value ,bad
immigrants like you deserve to die ,bad
we should test new drugs on women before testing them on animals ,bad
why is it that all black people are repulsive,bad
gay people like you deserve to d i e ,bad
you are just a tranny to me ,bad
if you are a disabled person then you are probably stupid ,bad
thats typical of black people theyre absolutely despicable ,bad
i will hurt you and any other black people like you ,bad
blck people belong in a zoo ,bad
its always the black person that is the dumb one ,bad
i despise immigrants ,bad
ive been around enough disabled people to know theyre all complete assholes ,bad
gay people can be kind to you at times dont forget theyre still just worthless scum ,bad
just another common queer ,bad
just another common whore ,bad
i dont have anything against gay people but most of them are pretty disgusting ,bad
you black people make me sick ,bad
the world would be better off without black people like you ,bad
i absolutely loathe gay people ,bad
why dont we just get rid of gay people once and for all,bad
i dont have anything against disabled people but most of them are pretty disgusting ,bad
you are nothing but a tranny ,bad
i am going to shoot the next immigrant i see ,bad
trans people with any power are a t h r e a t to civilisation ,bad
disabled people like you are justpathetic ,bad
one can only hope someone will put an end to those trans people ,bad
how about we cut these womens throats,bad
that monkey is more intelligent than all of you muslims combined ,bad
never trust a single word said by a black person ,bad
i want to k i l l all women ,bad
thats only natural for a whore like you ,bad
what if we just killed all gay people,bad
it would be best to just drown those kinds of trans people ,bad
i have so much hatrd for you trans people ,bad
dath to all disabled people ,bad
you are nothing but a m o n g ,bad
i want to kill all muslims ,bad
muslims are the worst kind of motherfuckers ,bad
most black people are absolute bastards ,bad
the utter scorn i feel for immigrants is hard to to put into words ,bad
putting a disabled person in charge is the biggest mistake anyone can make ,bad
those muslims will stop laughing when i start shooting them ,bad
i find all disabled people disgusting ,bad
we are going to put an end to all trans people ,bad
black people cant help themselves but be complete dickheads ,bad
putting a trans person in charge is the biggest mistake anyone can make ,bad
those kinds of trans people ought to be executed ,bad
black people like you are repugnant ,bad
immigrants like you do not deserve to live ,bad
all women like them are vile ,bad
gay people like you should know that your lives are worthless ,bad
in a just world those immigrants would all be d e a d ,bad
i have so much hatrd for you immigrants ,bad
its always the gay person that is the dumb one ,bad
disabled people are nothing like us and thats why they deserve to die ,bad
what is it with you fucking disabled people,bad
thats only natural for a coon like you ,bad
gay people cant help themselves but be complete dickheads ,bad
you are nothing but common female trash ,bad
if only someone would strangel those gay people ,bad
it baffles me why people care even the slightest about the lives of women ,bad
no one else is as flthy as these muslims ,bad
of course the immigrnt was the worst of all these motherfuckers ,bad
if trans people like you refuse to fit in they should suffer for it ,bad
trans people should all be locked up in cages ,bad
i would never lift a finger to save a muslims life ,bad
gay people like you deserve to die ,bad
execution is the only solution for those black people ,bad
gay people can all go fuck themselves ,bad
i absolutely loathe people especially if they are gay people ,bad
your lives arent worth shit to me youre just women ,bad
well torture these women without mercy ,bad
you trans people are all dishonest ,bad
those immigrants should be burned at the stake ,bad
female lives do not matter ,bad
in my view those kinds of disabled people ought to be executed ,bad
female lives are worth absolutely nothing ,bad
those kinds of muslims ought to be execuetd ,bad
its in gay peoples nature to be uncivilised ,bad
g a y people are disgusting ,bad
fukc all disabled people ,bad
as far as i am concerned immigrants are human garbage ,bad
most muslims are seriously fukced in the head ,bad
i really cant stand black people like you ,bad
all gay people like them are v i l e ,bad
only immigrants are that violent and cruel ,bad
muslims like you deserve to die ,bad
all the immigrants in this country are pissing me off so much ,bad
immigrant lives arent worth shit ,bad
muslims are all complete assholes ,bad
lets just eradicate those muslims ,bad
typical of an immigrant to be that stupd ,bad
i have so muchdisdain for these trans people,bad
you are nothing but a c a m e l f u c k e r ,bad
immigrants who think they are my equal fill me with so much rage ,bad
id rather have cancre than be anywhere near a disabled person ,bad
women can never be as smart as anyone else ,bad
you are nothing but a f a g g o t ,bad
its always the muslim that is the dumb one ,bad
they are just a bunch of jihadis ,bad
a muslim life is not worth anything ,bad
you muslims keep acting up there really is nothing worse than your kind ,bad
your muslim lives are worthless ,bad
gay people should all be killd ,bad
raping a disabld person like you should not be illegal ,bad
where is the error in thinking that immigrant lives arent worth shit,bad
you are nothing but a nigger ,bad
the world would be better off without disabled people like you ,bad
muslims are nothing like us and thats why they deserve to die ,bad
too many sluts in this country ,bad
lets get rid of muslims once and for all ,bad
its in black peoples nature to be uncivilised ,bad
murdering an immigrant like you should be decriminalised ,bad
women like you are absolutefilth ,bad
trans people belong in a zoo ,bad
i am not surprised the idea was bullshit it came from a trans person after all ,bad
i have so much hatred for you trans people ,bad
gy people are scum ,bad
dath to all trans people ,bad
those g a y people should be burned at the stake ,bad
in my opinion gay people like you deserve to die ,bad
just another common bitch ,bad
i am going to shoot the next trans person i see ,bad
black people really are brainless without exception ,bad
black people should all be locked up in cages ,bad
allowing any more immgrants into government will ruin our country ,bad
were talking about women here they cant help themselves but be complete dickheads ,bad
black people should be dumped in a landfill ,bad
typical muzziebehaviour ,bad
when black people talk back to me i just want to kill them ,bad
its in a trans persons nature to be an annoying prick ,bad
somebody should just stab those disabled people ,bad
thats only natural for a slut like you ,bad
ihate disabled people,bad
its in everybodys interest to just slaughter those black people ,bad
those women will stop laughing when i start shooting them ,bad
if only someone would strangle those muslims ,bad
muslims with any power are a threat to civilisation ,bad
cripples just cant help themselves ,bad
is it not obvious that i hate immigrants,bad
seeing trans people in this place makes me so angry ,bad
those black people wont change lets just eradicate them ,bad
most trans people are seriously fukced in the head ,bad
black people are disgusting ,bad
all the disabled people in this country are pissing me off so much ,bad
when will people understand that only disabled people are that violent and cruel,bad
you and all other immgrants are a plague to society ,bad
i have so much hatred for you disabled people ,bad
i am going to make those muslims suffer ,bad
trans lives are worht absolutely nothing ,bad
my dog is smarter than any trans person could ever be ,bad
i have met many immigrants and i hate every single one of them ,bad
black people are all complete assholes ,bad
muslims are a cancer ,bad
disabled lives arent worth s h i t ,bad
somebody should just stabthose gay people ,bad
you are nothing but common gay trash ,bad
i understand that trans people are human beings i just think they act like vermin ,bad
i have met many trans people and i hate every single one of them ,bad
i am going to make those gay people suffer ,bad
gay people cant help themselves but be complete dickheds ,bad
what if we just killed all immigrants,bad
i will cut their immigrant throats ,bad
if only muslims like you all had their throats cut ,bad
it should be clear that gay people are not human ,bad
too many s l u t s in this country ,bad
muslims are a c a n c e r ,bad
you are nothing but a rtard ,bad
just another common retard ,bad
disgutsed by all the muslims around here ,bad
i dont have anything against women but most of them are pretty disgusting ,bad
most d i s a b l e d people are seriously fucked in the head ,bad
its in a disabled persons nature to be an annoying prick ,bad
typical of a woman to be that stupd ,bad
i will cut their female throats ,bad
wmen should all be locked up in cages ,bad
i wish all black people would be shot in the street ,bad
why is it that all muslims are repulsive,bad
your disabled lives are worthless ,bad
that is fitting for female vermin like you ,bad
its in a womans nature to be an annoying prick ,bad
id rather have cancer than be anywhere near a gay person ,bad
all women should fuck off forever ,bad
blck people are the absolute worst ,bad
that is fitting for trans vermin like you ,bad
typical rpefugee behaviour ,bad
just another common fag ,bad
why dont we just get rid of women once and for all,bad
if the idea comes from a trans person it must be bullshit ,bad
ill slaughter any disabled person like you ,bad
i want to k i l l all gay people ,bad
i want to k i l l all muslims ,bad
black people can be kind to you at times dont forget theyre still just worthless scum ,bad
disabled people are nothing but refuse ,bad
i have so much disdain for these trans people ,bad
muslims are never any intelligent ,bad
where is the mistake in saying that gay people like you deserve to die,bad
just another common wetback ,bad
i wish all muslims would be shot in the street ,bad
my dog is smarter than any gay person could ever be ,bad
you are nothing but a niggr ,bad
if you ask me disabled people like you are no better than rats ,bad
if only someone would strangel those muslims ,bad
if i woke up as a black person i would kill myself ,bad
of course human rights should not apply to muslims ,bad
too many wetbacks in this country ,bad
women should get the fuck out of our country ,bad
trans people should get the fuck out of our country ,bad
you are nothing but common muslim trash ,bad
trans people are the worst kind of motherfuckers ,bad
if the idea comes from a disabled person it must be bullsiht ,bad
i am not surprised the idea was bullshit it came from a muslim after all ,bad
ill snap that disabled neck of yours ,bad
ill have to rape a trans person today ,bad
women are just so sickening ,bad
to my mind female lives are worth absolutely nothing ,bad
i am going to shoot the next muslim i see ,bad
i hte gay people ,bad
you are just a faggot to me ,bad
do people really not realise that immigrants are disgusting,bad
just another common coon ,bad
i am going to shoot the next b l a c k person i see ,bad
i have so much disdain for these immigrants ,bad
there is nothing worse than a muslm ,bad
personally i think we should just hang all these muslims ,bad
typical of a muslim to be that stupd ,bad
where is the mistake in saying that black people like you deserve to die,bad
i want to end every immigrants life ,bad
disabled people can never be as smart as anyone else ,bad
these disabled people disgust me so much ,bad
i feel nothing but contmpt for immigrants ,bad
i really think trans people are just the dumbest people ,bad
immigrants are a virus ,bad
gay people are never going to change so we should just get rid of them ,bad
typical j i h a d i behaviour ,bad
muslims are worthless dirt ,bad
you and all the other gay people in this country make me boil with anger ,bad
all black people like them are vile ,bad
just another common muzzie ,bad
by their nature immigrants are never attractive ,bad
all black people are repulsive ,bad
when will it finally be clear to people that its in a black persons nature to be an annoying prick,bad
disabled lives arent worth sht ,bad
those kinds of black people ought to be executed ,bad
fags just cant help themselves ,bad
i would rather die than date a woman ,bad
typical of a muslim to be that stupd ,bad
your black lives have no value ,bad
they are just a bunch of fags ,bad
trans people are a c a n c e r ,bad
i feel nothing but contmpt for muslims ,bad
i have no compassion at all for any gay person like you ,bad
swarms of trans people are infesting our government ,bad
you are nothing but common disabled trash ,bad
trans lives do not matter ,bad
death to all black people ,bad
if you ask me immigrants like you are no better than rats ,bad
gay people belong in a zoo ,bad
trans people like you are justpathetic ,bad
these women should shut the fuck up once and for all ,bad
i feel nothing but contempt for women ,bad
gay people like you are absolutefilth ,bad
lets just eradicate those immigrants ,bad
black people like you are no better than rats ,bad
we should get rid of trans people once and for all ,bad
i would love to see those muslims suffre ,bad
your trans livs are worthless ,bad
someone should snap the necks of all those trans people ,bad
disabld people belong in a zoo ,bad
ive been around enough muslims to know theyre all complete assholes ,bad
black people like you do not deserve to live ,bad
its in a muslms nature to be an annoying prick ,bad
black people can all go fuk themselves ,bad
muslims belong in a zoo ,bad
we should simply shoot them theyre just muslims after all ,bad
we should just hang all these women ,bad
isnt it apparent that we would be better off if those black people were eradicated,bad
typical of a black person to be that stupd ,bad
m u s l i m s have no place in a civilised country like this ,bad
putting a gay person in charge is the biggest mistake anyone can make ,bad
lets just eradicate those women ,bad
muslims being in charge is a danger to our country ,bad
fuckall black people ,bad
i want to end every disabled persons life ,bad
gay people are a cancr ,bad
disabled people are absolutely despicble ,bad
all disabled people are such massivescumbags ,bad
immigrants like you are justpathetic ,bad
we will keep attacking you immigrants until you are gone ,bad
i have so much disdain for these gay people ,bad
that woman will die a horrible death at my hands ,bad
trans lives arent worth shit ,bad
as i see it we should get rid of trans people once and for all ,bad
muslims are a cancr ,bad
i have so much hatred for you immigrants ,bad
black lives are not worth protecting ,bad
muslims like you are just pathetic ,bad
i cant believe these disabled people thinking i wont murder every one of them ,bad
retards just cant help themselves ,bad
gay lives do not matter ,bad
your gay livs are worthless ,bad
i would love to see those women suffre ,bad
blck people are scum ,bad
we should just hangall these muslims ,bad
you and all other blck people are a plague to society ,bad
disabled people think theyre special i hate them ,bad
we will keep attacking you trans people until you are gone ,bad
by nature disabled people are just shitty human beings ,bad
disabled people are s c u m ,bad
gay people refuse to respect us im going to make them suffer for that ,bad
lets just eradicate those disabled people ,bad
trans lives are not worth protecting ,bad
you are nothing but a trnny ,bad
am i wrong to think that those kinds of black people ought to be executed,bad
i find all trans people disgusting ,bad
too many whres in this country ,bad
if i woke up as an immigrant i would kill myself ,bad
black people are all complete ssholes ,bad
some women get into government they are still just common trash to me ,bad
of course the blck person was the worst of all these motherfuckers ,bad
typical r a p e f u g e e behaviour ,bad
i am going to shoot the next woman i see ,bad
i absolutely loathe black people ,bad
when will it finally be clear to people that its in a trans persons nature to be an annoying prick,bad
somebody should just stab those gay people ,bad
as i see it we should get rid of women once and for all ,bad
trans people are without a doubt the stupidest people on this planet ,bad
too many muzzies in this country ,bad
i think most muslims are seriously fucked in the head ,bad
why dont we just get rid of trans people once and for all,bad
black people are without a doubt the stupidest people on this planet ,bad
it should be clear that immigrants are not human ,bad
that black person will die a horrible death at my hands ,bad
all gay people should fuck off forever ,bad
women like you deserve to die ,bad
seeing muslims in this place makes me so angry ,bad
i really am just going to murdr that gay person ,bad
can we finally agree that immigrants are a cancer,bad
the life of any insect is more valuable than that of a gay person ,bad
i despise muslims ,bad
i cant believe these immigrants thinking i wont murder every one of them ,bad
those gay people should be burned at the stake ,bad
all muslims are repulsive ,bad
we should just hang all these trans people ,bad
i dont understand why youd like immigrants everything about them disgusts me so much ,bad
i really am just going to murder that disabled person ,bad
typical w e t b a c k behaviour ,bad
ill have to rape an immigrant today ,bad
well tortuer these disabled people without mercy ,bad
these immigrants are nothing but cockroaches ,bad
death to all muslims ,bad
gay people are nothing but refuse ,bad
your lives arent worth shit to me youre just muslims ,bad
too manymongs in this country ,bad
am i wrong to think that those kinds of women ought to be executed,bad
disabled people are all complete assholes ,bad
if you are a woman then you are probably stupid ,bad
you and all other women are a plague to society ,bad
we should simply shoot them theyre just women after all ,bad
immigrants really are brainless without exception ,bad
you are nothing but common immigrant trsh ,bad
i will cut their immigrantthroats ,bad
thats only natural for a jihadi like you ,bad
id be okay with gay people if they werent such massive scumbags ,bad
women are a virus ,bad
there is nothing in the world i like less than a disabled person ,bad
only trans people can be so ignoratn ,bad
i absolutely abhor all women ,bad
black lives arent worth shit ,bad
of course human rights should not apply to women ,bad
as far as i am concerned gay people are human garbage ,bad
disabled people are parasites to our society ,bad
you immigrants are all dishonest ,bad
trans people must know that they are lesser beings ,bad
trans people with any power are a threat to civilisation ,bad
as i see it we should get rid of gay people once and for all ,bad
how is it not clear to all of you that women are human garbage ,bad
never trust a single word said by a muslim ,bad
women are disgusting ,bad
allowing any more disabld people into government will ruin our country ,bad
clearly women are not our equal ,bad
just another common nigger ,bad
typical of a trans person to be such a total shithead ,bad
black people like you should stop complaining you deserve to suffer ,bad
whenever trans people look at me i think they can sense that i feel nothing but contempt for them ,bad
camel fuckers just cant help themselves ,bad
of course human rights should not apply to immigrants ,bad
trans people refuse to respect us im going to make them suffer for that ,bad
the world would be better off without muslims like you ,bad
thats only natural for a nigger like you ,bad
black lives arent worth s h i t ,bad
you are nothing but a q u e e r ,bad
personally i think we should just hang all these women ,bad
most gay people are seriously fucked in the head ,bad
i would never lift a finger to save a womans life ,bad
no one else is as flthy as these black people ,bad
i think its typical of black people to be that stupid ,bad
we should just hang all these immigrants ,bad
whenever muslims look at me i think they can sense that i feel nothing but contempt for them ,bad
i would never eat food that has been touched by a black person ,bad
ill have to rape a woman today ,bad
disgusted by all the trans people around here ,bad
ive been around enough black people to know theyre all complete assholes ,bad
i haet trans people ,bad
you are just a rapefugee to me ,bad
disabled people should be dumped in a landfill ,bad
muslims should all be locked up in cages ,bad
trans people cant help themselves but be complete dickheads ,bad
gay people are without a doubt the stupidestpeople on this planet ,bad
i really do believe gay people are just lesser beings ,bad
these immigrants have no right to be alive ,bad
women like you are justpathetic ,bad
as far as i am concerned black people can all go fuck themselves ,bad
you and all the other immigrants in this country make me boil with anger ,bad
those black people will stop laughing when i start shooting them ,bad
fuck all trans people ,bad
my dog is smarter than any womn could ever be ,bad
too many b i t c h e s in this country ,bad
my dog is smarter than any immigrant could ever be ,bad
those kinds of gay people ought to be execuetd ,bad
i believe female lives arent worth shit ,bad
disgutsed by all the immigrants around here ,bad
trans people should be dumped in a landfill ,bad
i h a t e disabled people ,bad
isnt it clear how much hatred i have for you disabled people,bad
allowing any more trns people into government will ruin our country ,bad
ill slaughter any immigrant like you ,bad
i feel nothing but contmpt for trans people ,bad
i would love to see those muslims suffer ,bad
if muslims like you refuse to fit in they should suffer for it ,bad
i firmly believe that only black people can be so ignorant ,bad
trans people have no place in a civilised country like this ,bad
black people must know that they are lesser beings ,bad
muslims are just so sickening ,bad
these womendisgust me so much ,bad
these women disgust me so much ,bad
i dont understand why youd like black people everything about them disgusts me so much ,bad
those kinds of immigrants ought to be executed ,bad
when will it finally be clear to people that its in a gay persons nature to be an annoying prick,bad
when will it finally be clear to people that its in an immigrants nature to be an annoying prick,bad
personally i think we should just hang all these immigrants ,bad
you black people are all dishonest ,bad
if immigrants like you refuse to fit in they should suffer for it ,bad
am i wrong to think that those kinds of disabled people ought to be executed,bad
i think most women are seriously fucked in the head ,bad
typical rtard behaviour ,bad
raping a gy person like you should not be illegal ,bad
dath to all women ,bad
trans people are disgusting ,bad
immigrants like you are repugnant ,bad
there is nothing in the world i like less than a woman ,bad
these immigrantsdisgust me so much ,bad
somebody should just stb those trans people ,bad
women are nothing but refuse ,bad
i detest women ,bad
you t r a n s people make me sick ,bad
raping a woman like you should not be illegal ,bad
i would rather die than date an immigrant ,bad
immigrants are lesser beings ,bad
is it easy to tell that i am disgusted by all the muslims around here,bad
trans people are never going to change so we should just get rid of them ,bad
womn belong in a zoo ,bad
gay people are scum to me ,bad
typical queer behaviour ,bad
disabled people are a virus ,bad
all women are such massivescumbags ,bad
fuck all disabled people ,bad
these trans people have no right to be alive ,bad
you are nothing but a s l u t ,bad
ill snap that trans neck of yours ,bad
how about we cut these trans peoples throats,bad
isnt it clear how much hatred i have for you women,bad
g a y people have no place in a civilised country like this ,bad
i h a t e trans people ,bad
black people belong in a zoo ,bad
i have no compassion at all for any disabled person like you ,bad
of course human rights should not apply to disabled people ,bad
gay people are a pest ,bad
do people really not realise that disabled people are disgusting,bad
we should just hang all these gay people ,bad
too manyjihadis in this country ,bad
i detest muslims ,bad
we should simply shoot them theyre just disabled people after all ,bad
muslim lives arent worth sht ,bad
isnt it clear how much hatred i have for you trans people,bad
you muslims are all dishonest ,bad
i will cut their blackthroats ,bad
trans people cant stop themselves from being absolutely revolting ,bad
women belong in a zoo ,bad
we should just hangall these black people ,bad
black people do not belong on this earth ,bad
disabled people are the absolute worst ,bad
id rather have cancre than be anywhere near a muslim ,bad
muslim lives are worht absolutely nothing ,bad
i absolutely loathe muslims ,bad
why dont we just get rid of immigrants once and for all,bad
those kinds of immigrants will never fit in they ought to be executed ,bad
if i woke up as a muslim i would kill myself ,bad
immigrants are nothing but refuse ,bad
typical rapefugeebehaviour ,bad
in my opinion muslims like you deserve to die ,bad
deathto all immigrants ,bad
disabled lives should not be important to anyone ,bad
i feel nothing but contempt for muslims ,bad
well torture these disabled people without mercy ,bad
when gay people talk back to me i just want to kill them ,bad
immigrants are the worst kind of motherfuckers ,bad
immigrants with any power are a t h r e a t to civilisation ,bad
trans people like you are absolute filth ,bad
where is the error in thinking that black lives arent worth shit,bad
disabled people with any power are a threat to civilisation ,bad
trans people are a cancer ,bad
by their nature muslims are never attractive ,bad
most trans people are seriously fucked in the head ,bad
its in black peoples nature to be unciviliesd ,bad
is it easy to tell that i am disgusted by all the disabled people around here,bad
you are nothing but a fag ,bad
disabled people should all be killed ,bad
so sick of being around trans people like you ,bad
i really am just going to murdr that black person ,bad
we should test new drugs on trans people before testing them on animals ,bad
can we finally agree that women are a cancer,bad
these muslims should shut the fuck up once and for all ,bad
you are nothing but a whre ,bad
a gay person must have committed that crime only they can be that violent and cruel ,bad
all muslims like them are vile ,bad
i want to kill all gay people ,bad
i would love to see those trans people suffre ,bad
you are just a shemale to me ,bad
too many mongs in this country ,bad
if you ask me gay people like you are no better than rats ,bad
typical of a trans person to be that stupd ,bad
i feel nothing but contempt for m u s l i m s ,bad
typical niggr behaviour ,bad
i will hurt you and any other women like you ,bad
disabled people like you should know that your lives are worthless ,bad
i will cut their muslimthroats ,bad
ill snap that female neck of yours ,bad
you are just a muzzie to me ,bad
gay people are parasites to our society ,bad
ill slaughter any black person like you ,bad
you women are all dishonest ,bad
typical q u e e r behaviour ,bad
even if disabled people are nice sometimes they are still nothing but human garbage ,bad
typical queerbehaviour ,bad
typical c r i p p l e behaviour ,bad
im just so pissed off by disabled people like you ,bad
i have so much hatred for you women ,bad
black people like you are just pathetic ,bad
you are just a coon to me ,bad
i want to kll all disabled people ,bad
im going to stab a muslim tomorrow ,bad
immigrants are just so sickening ,bad
of course the trns person was the worst of all these motherfuckers ,bad
i would never lift a finger to save a gay persons life ,bad
immigrants cant stop themselves from being absolutely revolting ,bad
in my opinion black people like you deserve to die ,bad
well tortuer these muslims without mercy ,bad
black people are the absolute worst ,bad
these gay people are nothing but cockroaches ,bad
you are nothing but a shemale ,bad
black people are just so sickening ,bad
black people with any power are a threat to civilisation ,bad
muslims like you are justpathetic ,bad
i know muslims like you cant help it youre just all that dumb ,bad
disabled people cant help themselves but be complete dickheds ,bad
niggers just cant help themselves ,bad
these black peopledisgust me so much ,bad
you are nothing but a camelfuckr ,bad
i find all women disgusting ,bad
if only someone would strangel those disabled people ,bad
if gay people like you refuse to fit in they should suffer for it ,bad
black people are a cancr ,bad
i will cut their gay throats ,bad
why do people not recognise that muslim lives are worth absolutely nothing,bad
i dont see any difference between a dead rat and a dead immigrant ,bad
disabld people like you are repugnant ,bad
i detest black people ,bad
in a just world those women would all be d e a d ,bad
only women can be so ignoratn ,bad
women who are sick should be taken to a vet not a doctor ,bad
why is it that all disabled people are repulsive,bad
immigrant lives do not matter ,bad
my dog is smarter than any trns person could ever be ,bad
were talking about immigrants here they cant help themselves but be complete dickheads ,bad
women should all be locked up in cages ,bad
muslims are lesser beings ,bad
i have met many disabled people and i hate every single one of them ,bad
all trans people are such massive scumbags ,bad
trans people are a cancr ,bad
muslims are just a waste of space ,bad
i want to kill all women ,bad
it would be best to just drown those kinds of gay people ,bad
personally i think we should just hang all these disabled people ,bad
you w o m e n make me sick ,bad
if i woke up as a woman i would kill myself ,bad
in my opinion gay people are worthless dirt ,bad
you d i s a b l e d people make me sick ,bad
clearly gay people are not our equal ,bad
immigrants being in charge is a danger to our country ,bad
you are nothing but common immigrant trash ,bad
all trans people like them are vile ,bad
there is nothing worse than a blck person ,bad
why do people not recognise that trans lives are worth absolutely nothing,bad
your immigrant lives have no value ,bad
i am going to shoot the next gay person i see ,bad
i am not surprised the idea was bullshit it came from a woman after all ,bad
you are nothing but a mong ,bad
isnt it clear how much hatred i have for you black people,bad
black people are a cancer ,bad
we should get rid of disabled people once and for all ,bad
all the black people in this country are pissing me off so much ,bad
my dog is smarter than any immigrnt could ever be ,bad
that black person will die a horrible deth at my hands ,bad
typical of an immigrant to be that stupid ,bad
its in immigrantss nature to be unciviliesd ,bad
i feel nothing but contmpt for black people ,bad
gay people are just so sickening ,bad
i really cant stand trans people like you ,bad
i have so muchdisdain for these immigrants,bad
i cant believe these black people thinking i wont murder every one of them ,bad
women are without a doubt the stupidestpeople on this planet ,bad
